,rownum,adult,budget,genres,imdb_id,production_companies,release_date,revenue,runtime,DirectorHistoryGross,ActorHistoryAverage_Gross,cast,crew,id
786,3708,0,10000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",tt0195234,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Homerun Productions', 'id': 1094}, {'name': 'Portman Entertainment Group', 'id': 1095}, {'name': 'Rich Pickings', 'id': 1096}, {'name': 'Sky Pictures', 'id': 1097}, {'name': 'Wave Pictures', 'id': 1098}]",2000-01-24,26330482.0,93.0,1.0,492990311051.0,"['/wp0tIM7dGDmc9TOrm9fgL7JkzQQ.jpg', '/2ZIvieSjzfA4c8YHxs3jgHJPBta.jpg', '/vkXWi8amQC9sUjYkoVrQAiVrBpB.jpg', '/9rMF25F5r3Giix9jkwfuUz2utHv.jpg', '/kjheuaxB6RBqBKIysWamFzor3OD.jpg', '/1e1XFFesh5cQJWf3brBgfMxznE9.jpg', None, None, '/A1vO83wMO5eG0AxRvBwwQwu5NCg.jpg', None, '/oLnknagfQqhwWr4x5be0KA9lqNy.jpg', None, '/eiIvFEhS7WABCiIi5UI0XS70ntD.jpg', '/8KWGMLYuko6kAlnPJ6q194AfgTq.jpg', '/uBAFTW6zF4u5X4Vjc9JhVx4N6xh.jpg', '/wOuNk0ndcH0dhQPsl8b4uajip5L.jpg', None, None, '/gZ67aOYPRNoEn6AiNBCm5O6VKkx.jpg', None, None, None, '/apVNA3SRNIrB6gu88nGTEhPewI2.jpg', '/aJWhjpLAYXeX19hboX3TxLnax4j.jpg']",/2CIcwfX3zzzTYqUPUQzKdnUgQl7.jpg,2360
787,3712,0,6000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0106627,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]",1993-04-02,13609396.0,89.0,1.0,30726888499.0,"['/wmvYoJHStQeQzrpqOM9tkvf1wwF.jpg', '/vEuWi98LSRp9L53CGzIhQLMRvbZ.jpg', '/xK5ubDqPfiWjXffMJzTvObFlXsV.jpg', '/zDPAOOjHYKqePDIVSnRhBt4px24.jpg', '/hcatQaJNb2lAcBukfn6IOaxtl5F.jpg', '/x4GdTc0JXj584DXE7XrRrd1wQaF.jpg', None, None, '/vfYa1nZ5VEpgydRwEhcTnPTI14U.jpg', '/6jMXxjzfPattR8Di0t47uTqvsDD.jpg', None, '/sE8GBHEV978jWYDIoAjSWuPHRaI.jpg', '/INA5CUwxgE0okChyY3rLaQjsdc.jpg']",,33408
788,3724,0,30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt0111187,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]",1994-10-28,3180674.0,101.0,1.0,148839898799.0,"['/7JPMhXnfY5jgPbtByutwkHHZS3M.jpg', '/fcRpgjonpH3WmPs0V63g7iP7Dbm.jpg', '/uquz3dZ0fs0lAK57lCXwxaslVkb.jpg', '/39KZjhJSyDjvBhKGj0IbGVteFAm.jpg', None, '/jtVSUwsQCaYcO2nMyZe7SBGvYVU.jpg', '/nSoFV9yj68KAhoAHIf1QQpr7Es2.jpg', '/vJw20g5U39NezJhbQEVsd1CwtF3.jpg', None, None, None, None, None, None, None]",/2BM92YfwzMpFkk5IlNZfZqPmODy.jpg,39473
789,3739,0,33000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0209958,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Avery Pix', 'id': 1565}, {'name': 'Radical Media', 'id': 11152}, {'name': 'Katira Productions GmbH & Co. KG', 'id': 26083}, {'name': 'Caro-McLeod', 'id': 26084}]",2000-08-17,104155843.0,107.0,1.0,5776661122.0,"['/mxBDIyt8u4q5eJcQkGipNYTtlvz.jpg', '/lUEn7f7xCLuT1kRCHoxMTRnYKXW.jpg', '/r6ISnWjO5fA9QA1BTWUGaqdPyxE.jpg', '/7C1Ubphw4o1Gv200pAwlgohdxcV.jpg', '/oqGw7YgccEIVogMDhVdDponW8UV.jpg', '/4oTidbjDQ8XU3LHot249SMlVLn4.jpg', '/6zURfkzom11NfeyEwTnS3YsRSuX.jpg', '/6r8DkPjWQDVe3Ak1peMeOHhtXqL.jpg', '/4oXmbOtBU18w0eB5Jaj7OACvEpG.jpg', '/HcCn2iICHNyp2PmEXN72gSuRp9.jpg', '/eAlTfdwkw4xCU8UIxVCkL4LWYO5.jpg', '/rS1ymvAvmQMghNeVm0oiSx9aKxe.jpg', '/owIr4b4VIlJu0m6Drofd3P0qDl5.jpg', '/qBbSymmytAOqgAGlll3sN5LXih3.jpg', '/pOQdUbIVeFckaXvq8uqSOcWrw6o.jpg', '/bbm2ihEzSwu98YCEZSaYOfiGhEH.jpg', '/u58ICPTEy2y1R6p4XM5c9tdTXQr.jpg', '/jxuezeMJqOy6EPkCW73wNDTiBE9.jpg', '/p3xmcGJ7IKCxw42lwQbg4WmwPTA.jpg', '/dGoUlDEJumPY0CFlT7eM6KVdLUu.jpg']",/5FQvWHNWtRvP8gYEOF2YVHfDbWM.jpg,8843
790,3745,0,23000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0102510,"[{'name': 'Paramount Pictures', 'id': 4}]",1991-06-28,86930411.0,85.0,1.0,3331676640.0,"['/cZpuTfE1j63tCEXoSL2A7KZjk5d.jpg', '/6YMsGky3MpDqubnfi4HqsTnMge.jpg', '/vNYRh8f0QuA2eK8ahKftOBxtDN7.jpg', '/3q6XMf1L5zCApoUsiAMoFS9ADXY.jpg', '/2otsVjndiCN3RtHr0oUWZlAHY9N.jpg', '/hUHiJYtXgGgYt7UkHA7YgEiGNYC.jpg', '/aWikY5G50SH1VVC3X9yyuaO023t.jpg', '/IovpB0rm77GljLMLP5S3VW6AAi.jpg', '/lMmX59G1QtnExwbYJHjxF0eWy9K.jpg', '/t8n2O307RtKpJN72kKyuHIMiMAO.jpg', '/sOsnORKOZicAp1M8j0ZZgj6LewU.jpg', '/tX264d1o9lwOqPl3ENblO3Jyelb.jpg', '/k59BOkvwSO5UzmLirAKCLo3eKZ.jpg', None, '/efXQ71wXEIXzU9OxBOqNdF612RD.jpg', '/spsHbBoqF6aeLhqjYvsgvL5EBMp.jpg', '/c6a7NfglK3TbY7FVSYsfRqJFOh4.jpg', '/rJzWA35n0dsn4xecDGW8x7EkmKB.jpg']",/rJzWA35n0dsn4xecDGW8x7EkmKB.jpg,37137
791,3755,0,40000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",tt0160009,"[{'name': 'Amen Ra Films', 'id': 421}, {'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]",2000-08-23,30199105.0,117.0,5781885.0,3561301153.0,"['/hQ6EBa6vgu7HoZpzms8Y10VL5Iw.jpg', '/tPLVaPjxEscGPKS3ieByloa8Mqj.jpg', '/jhJgkb5P0oAW7QtULjqD2kaN0ez.jpg', '/1dEu7fqOSogHivUjnXRFnnaOJNR.jpg', '/sTk3ltlHRvRg5quheWBxaLdLgC8.jpg', '/6KLAW9vcrI1FLLLrTAm0obL4qxc.jpg', '/7fs4xGdyV0kDMKoSc7An8vI0FON.jpg']",/dz0da6lHPAzAFTZMR0LvsGUr8cd.jpg,11398
792,3758,0,28000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0204946,"[{'name': 'Beacon Communications', 'id': 919}]",2000-08-25,90449929.0,98.0,1.0,1059222571408.0,"['/wBXvh6PJd0IUVNpvatPC1kzuHtm.jpg', '/irD0iVNTmR0kEkVTZmKTuZejbGH.jpg', '/drQXyoKMVf4IJsCdmnOXpzhBEYL.jpg', '/1UeaAGWmzmTPCZ9mYQVA27yTMPJ.jpg', '/9iUDvFFLAc7nMjUxAGuUEBL0XwR.jpg', '/bo6GyRlMONNDZuSuzDNjzog5cfL.jpg', '/zX98CB1FCasfLGKhQ9pmEm9yYvZ.jpg', '/vXKULq7hYnxRJuyRXfvI6BXhFsu.jpg', '/k57Ho1zta5p76jegUbR0JmYkzHB.jpg', None, '/ySI37dsCcvdaE3T3IGDt6UWL8Zm.jpg', '/g1t2imQDUbksuoN59LNzWvVU9F0.jpg', '/mTPekObsA4BKvs4Saj4DF9ae1f3.jpg', '/esSI9X2EoKEMDyp6ntjIkJDVYqk.jpg', None, '/7eKTyl55sYtYen9Ky7DQGLMhOnC.jpg', '/gMeHJT6u5VRO8RnAgPuBYrB7Krn.jpg', '/jXGBM6fGEctCaBEUo5XhpJNs8lq.jpg', '/s4IdZpHpTcbb8n3ucb0W3MZNT6L.jpg', '/vv9A5AJt1r8dY0WMcmfIPXQVgL.jpg', None, None, None, '/mtyqtAjmSMs5kARn4nUV19aQZ83.jpg', '/g6xlEgpXEmOVNX4g0ezeOuBF6pu.jpg', None, '/vJ2fDjGGVcvSDEBs1jkWfgo8c2o.jpg', '/ttw0NyUzvpuZfq7iSYVooen9tH7.jpg', '/vzjKs86oMJdI39USLA0QJw4jEzA.jpg', '/dLaTw7PFoPsCbBwdTtR0uUc8PcE.jpg', '/8olIhOjzgAiEgEd3L2UNMH338Yy.jpg', None, None, '/nl7yWtQTSd5qiscBJbA0ItUT2dm.jpg', '/5IYzQyexmmjtfi6ioSVKerZb0iK.jpg', '/piR4AwJX9lqJt454iVsI7sQf6Y0.jpg', None, '/gmLzdzoduWXypdPRLOiVUSAJTmi.jpg', None, None, '/kc7soeWGkiHcA3KtdGbyar44ugZ.jpg', '/50kyJVGDV5Oxsf0Izk2M284AgKw.jpg', None, '/jRmxvg36HYtvWR7OaEgFYjpmhPj.jpg', '/oSIfCq3alHGQnrutnwDzEcFmGgu.jpg', '/l1qiKiNIaujCc9lD9mpEfRZX1B0.jpg', '/p5DyM7147ELNpuBXIUbz0LteBuQ.jpg', None, '/jdkypzjSf6S4NjpAuS6lBtohG2c.jpg', None, None, None, None, '/lf5wB1xKzNm13n0PsBKsQHpswU6.jpg', '/pAPNrBrFsOsRilgK9U9ZKMcrTJc.jpg', '/rViCJxv22hqrGEuN0sVs5Ao6cXT.jpg', '/mEPvWF5VPbrLYdu1ZxmESf9vS4U.jpg', None, '/hgYdclivvx6w94evjND9IKm36T5.jpg', '/tvRt3k1ZG6BIN6fO8HgKAM4LWJQ.jpg']",/oSIfCq3alHGQnrutnwDzEcFmGgu.jpg,1588
793,3765,0,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0144964,"[{'name': 'Davis-Panzer Productions', 'id': 2737}, {'name': 'Dimension Films', 'id': 7405}]",2000-09-01,15843608.0,87.0,1.0,292685168.0,"['/sIl2F9LDTjfnAVBxEG5CTtZGuJU.jpg', '/nUfoRt0YA3SXbTAPKjNGq5lYuOc.jpg', '/3BNKgYUbcWw7v9oIsPOW6fVlpkq.jpg', '/vlKBbOc0htUsDGvcxeULcFXDMRo.jpg', '/fesKDQexfUIPI3NYDhIKa6Vfe66.jpg', '/fV5Mf1AKqsL1IhxZxX9JQ68WrqB.jpg']",/dQ5FUVrjKNzXEADBCg3DDSWewhW.jpg,12211
794,3772,0,8500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0202677,[],2000-09-08,19125401.0,119.0,1.0,178766844981.0,"['/8am369y5SGiZv4l0gY9O5ENzgvE.jpg', '/8MlC0rqhMpDxnfFjmw2DKOhdVpB.jpg', '/fiQ7fF6AiU5oyihM7hVAotNYUv.jpg', '/g4bxNXWft1jLZX8gKk4G6ypkTUf.jpg', '/1g1demRAGhwdUpwi8PA0wgFe2IX.jpg', '/dbAeUQXzyf2HDFYtifWkHfE3SNW.jpg', '/8BABD0pjhefIFpKEZwNnLrkn0wl.jpg', '/arNzJUPRCMx3n2NSpa5vuCio3yB.jpg', '/1qxGjFfkYGiEpM6QriVo4gjTTWz.jpg', '/uAPQD3zXThKHXaYELx3ePSzeWwM.jpg', '/Ap4B4W3eR8WWaFmMn9sSrigBkYQ.jpg', None, None, None, '/uKrKEN7X9Kg6n7Y5IZx0pW10cyx.jpg']",/b2zCcMMd0cawVhYjmSwICu2eTRu.jpg,1619
795,3773,0,60000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0181875,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Vinyl Films', 'id': 485}, {'name': 'DreamWorks Pictures', 'id': 7293}]",2000-09-15,47383689.0,122.0,273552592.0,5701733050.0,"['/87SBjReNEW8PFiGbPSTS68H39LT.jpg', '/pYblSarjmmIUggmOafanD2yk0Zj.jpg', '/jodV4NuQAvxQWIHxqnop1jUX77N.jpg', '/67wSoVHxlOqtRhh3KJFBYf2qrDJ.jpg', '/37RM0m1mDJ4YxC3n7QgwpXSUpkp.jpg', '/jJ7FA9i2q6YZg3nJPOyTlWAWcVN.jpg', '/zNoj0cJHoD8RPUDOgTpVgJ0KcXM.jpg', '/5Q4vZK2PqHkreQLmbPspIgrSLUP.jpg', '/cpeniV326TyPyzryxgbAWiXmLkz.jpg', '/dSlH0WA09dVqQhgB7LB5xn8WzD.jpg', '/vEDJukK8CjIsA0DjNFhoT88TvzS.jpg', '/ywTK7uDQjeNeKTK54kRYajt8Wss.jpg', '/ewoTNrM4WkuzmFwj7QwJ7yGin9L.jpg', '/7EX0od3FwdaoEegJlY1q0kZgEqt.jpg', '/bkj1UYaiE6KURnoH5kbyD1LNkxA.jpg', '/iuHg06nlaFc4nJ0i9UNVAxqgOMs.jpg', '/8gcxVuPPMIs5XHuDsRemQI3IZBT.jpg', '/cbAuzdO1A8IfNVzHyCYwqbgscur.jpg', '/5QlWCs241byTRTTkhlTHraz2NqY.jpg', '/dXpCSxJKgIVLmSXGlK64VOMq3zb.jpg', '/cnYOx4ZDODSbM5CQRUG8lcZEemn.jpg', '/7TR3DIbvsLKHrCkylSJgySGcs3Z.jpg', '/4MnRgrwuiJvHsfoiJrIUL4TkfoC.jpg', '/cEmMWxPQ1PfpEYU1NjNb2F4XSJo.jpg', '/wUkfzk1fPrljhK3fZQO70qNY4Ui.jpg', '/ldosjwd0nVI9UBZ0maxFPqAT5PB.jpg', '/69fXjyQhzwoSpSRNGqBCiLHpsA4.jpg', '/wvNPCc4zhPDphzX2FDQuhwVMmzD.jpg', '/jrzqH7uKK8goyAJcXuKz8DdCAbS.jpg', '/xMwf9W0UWNfkglb8FzNNowih5j2.jpg', '/i4I7YcW2ObXwKIuAzTqeRBeA9OL.jpg', '/4vqMpB4iojzCQNQ2jLNQWZ1XIIq.jpg', '/A8mOvu9J8fq80ZZltz3pvffM9cq.jpg', '/idHOQGd8nUakexoC9EaYHGftgsR.jpg', '/4JvZQoH2ELel7fvs1IJ27u94H0v.jpg', '/zOOZhDHHj4oWH9jOhZrfNs1eWE8.jpg', '/7A3LpATFqv2FJYUTq59RQS4m0dP.jpg', '/xK63u0TCH5MD0rlXcjGgzuWUwIf.jpg', '/m2nkv953lon5WoCSrDvYwWYD8Yj.jpg', '/k2fd19b9UFemenZIal6YrUnDdGb.jpg', '/h3eALI0T3MZo2d0YRNu2Ky02uKd.jpg', '/jMF7RzbaPgdqhE58qT17LxDAWaZ.jpg', '/nCRHPF3hmFhSDzMMJk0m8gJUI6N.jpg', '/ovZ5N0Q7Xi8EHhy4XQruSCOisfg.jpg', '/tBWsJGp3MSZg1nW3HKsQBRw8RTd.jpg']",/eWHjtfUybkQ5xXI5KUICuGmkvc3.jpg,786
796,3782,0,25000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0164212,"[{'name': 'Revelations Entertainment', 'id': 906}, {'name': 'TF1 International', 'id': 7799}]",2000-09-24,260562.0,110.0,268279741.0,474620806774.0,"['/qEKcmwc1XstymEniGuCs3KIsGfP.jpg', '/oGJQhOpT8S1M56tvSsbEBePV5O1.jpg', '/xAES23Ll0JT0lJADA1SIdTAN0bf.jpg', '/nkrIGojQy6FNn9s5cfpiUAmLeNz.jpg', None, '/hhBYWx0Uz4rm2QLwepliCChjjJA.jpg', None, None, '/3HK1MZXlScoB5ccCS499tJSi2kv.jpg', '/hhRbjmFtBlGbVGrq2tcKewP7faF.jpg', None, None, None, '/71cO1zFdThZddXgldT6WFXAy6xT.jpg', None, None, '/9HU4XAZec2PKxKgNFIstOqzOVGA.jpg']",/9htj3BqGWBJGEdsEqQ9YoC3Teq4.jpg,10562
797,3784,0,14000000.0,"[{'id': 27, 'name': 'Horror'}]",tt0192731,"[{'name': 'Original Film', 'id': 333}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Canal+ Droits Audiovisuels', 'id': 53473}]",2000-09-19,38574362.0,97.0,1.0,118915225435.0,"['/sqn3ySCTYw82vtW10oqrmtg3B9L.jpg', '/crjsdQlWTVKFPS5XKuLOcVMFFNd.jpg', '/zLQFwQTFtHkb8sbFdkPNamFI7jv.jpg', '/2gCrMv3yJlFQxloacxjTAcXGEAz.jpg', '/xcMJimUAcQJGCSw25je1TLMy8rC.jpg', '/6JoVMpn0CcZwb6JK7XW2E6ntU52.jpg', '/oFSF7c9nowbtKU3CK7WKGIm9SuQ.jpg', '/x7wZITQ3UZihjm7BVDbN63kUv6Q.jpg', '/rLqK8Qj2SPjwkT7uPQyv3UV5qlg.jpg', '/vAqUOjmjY1ALiTRlYu7BI3yWmuK.jpg', '/n1gUzpoikh4Fc8FVA9LEgVpLWM3.jpg', '/q04CZ3srSgdDACzxcAmbkbKXlHq.jpg', '/jGwQ4ywQj2N2oWH51vywpdxkL0F.jpg', None, None, '/zoCojFX0ezUXVCi6ayv97Pdc4I1.jpg', '/gOeOJUKE7N5bAfM8M43bIAHpBxB.jpg', '/q0MPIW1uBsENV2WuW8VuEyZDioN.jpg', '/gOLs8kdC28ThCGK15zBgCUg8PQm.jpg']",/AlYg0cVHpwlTR4wY1iIy9gAsPKx.jpg,12212
798,3786,0,12800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",tt0168629,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Danmarks Radio (DR)', 'id': 119}, {'name': 'SVT Drama', 'id': 157}, {'name': 'Arte', 'id': 201}, {'name': 'Memfis Film', 'id': 321}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Angel films', 'id': 2996}, {'name': 'TV 1000', 'id': 4524}, {'name': 'Canal+', 'id': 5358}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Yleisradio (YLE)', 'id': 5975}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Blind Spot Pictures Oy', 'id': 7330}, {'name': 'Vrijzinnig Protestantse Radio Omroep (VPRO)', 'id': 8659}, {'name': 'Film4', 'id': 9349}, {'name': 'Liberator Productions', 'id': 11239}, {'name': 'Icelandic Film', 'id': 14937}, {'name': 'Film i Väst', 'id': 17513}, {'name': 'Pain Unlimited GmbH Filmproduktion', 'id': 30268}, {'name': 'Trust Film Svenska', 'id': 53667}, {'name': 'Cinematograph A/S', 'id': 53668}, {'name': 'What Else? B.V', 'id': 53669}, {'name': 'Filmek A/S', 'id': 53670}, {'name': 'Lantia Cinema & Audiovisivi', 'id': 53671}]",2000-05-17,40031879.0,140.0,1.0,741174475750.0,"['/cnsDUT4YeiEl8zCxYvRJCczqEnf.jpg', '/7MgouLf2vVhv275LtL7JFL1vWji.jpg', '/5PuSGfBw3Hsdo5jkhZ59NDFCZUm.jpg', '/dDR0brp5L7fXDyEywrhjQv01LSg.jpg', '/yCLwC64GVp96bNi7eTPT0VPmjON.jpg', '/3X73Lzbnhz5eHlLCW5dLGBp0G0o.jpg', None, '/vlWlQUc3qxNd0fIbv2lqXOv8j7i.jpg', None, '/wVFa8GiY0xdOLFsvGygy9RMtcBc.jpg', '/bQbyb11FgEPwNSfFeb6ChTfkqEM.jpg', '/sTNpaKOBNi7WUJw7jPDrsbGAL4O.jpg', '/9CgGf30xp3hreseXoQd3qCQV1cY.jpg', None, None, None, '/vHpgl8FBvEadVJYQfMsWKNTR635.jpg', None, '/1MY1dOY9TG3BK5iwY0s7579uG6d.jpg', '/hjWdhX7zEI0DkF7gA4hcEVcYCZl.jpg', '/7iz6g2gXDCVL9LFjqmVV8KwGvNP.jpg', None, '/lyqHr7QIrIepzRxdvzQoVU7ZfO7.jpg', None, None, None, None, None, None]",/AlfUoJTJlns0XeJROH7Zqt9SvYr.jpg,16
799,3790,0,1000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0222850,[],2000-02-01,1744858.0,94.0,1.0,111480427868.0,"['/fZYe4IdsfGVv2Y4uVSjnQdzJEba.jpg', '/qPqm3mx3xzROFjlSGvh5dqR0XtV.jpg', '/zrw8HWHNWvNmBGHBYZkicaNJg9A.jpg', '/9FlETKKU88h8coz1YJhB7GwJJRZ.jpg', '/cICjOmo5KZWdfJLBvIExDE6Ma5f.jpg', '/7NGThqCD6IXU9wtVcKqmhnSf4cm.jpg', None, None, '/jK2uDKxfysuYjNAgUxbwyhd4fKD.jpg', '/q01J3WgNd96GR7CcSxx56N8qwSZ.jpg', '/et3POqgfLTA1tNXr7nWvsIMejsw.jpg', '/mq1iRC3rxdTFi3M0A2EedobJEx1.jpg', '/9gSSABLdRmhMPfrv2paqd5CE8di.jpg', '/kdkt1nzaCaoGRdHNefufnoeNkkG.jpg', '/98PX1sKUois0GhoMxvq2Ez9nhy9.jpg']",/AbocIYSo4KXx7nT6lz2dj3qMD8H.jpg,22597
800,3792,0,30000000.0,"[{'id': 18, 'name': 'Drama'}]",tt0210945,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Technical Black', 'id': 72823}, {'name': 'Run It Up Productions Inc.', 'id': 72824}]",2000-09-29,136706683.0,113.0,1.0,2125903538903.0,"['/khMf8LLTtppUwuZqqnigD2nAy26.jpg', '/qpycaaWP1oUx1Wd2lMBfQtR7qDO.jpg', '/gxfxKYgEM370QgnRs3Q4iUHf2Gm.jpg', '/u88haG6iG7zwV0PTk9tSG5obaeP.jpg', '/14qZLXI0Py3nfSyiXTQVOEu65i3.jpg', '/4X1wJo5xHm3YICPWZqVCPgLBEJ7.jpg', '/vvEt8sXPKm9HxxDrHyg9aIxwvEM.jpg', '/qyXGcKfxuBbsF0PRmiApM75F1zk.jpg', '/j3YbuYlQgqLNY0YdtgFR6Jn5imo.jpg', '/fZXuSOeVe78IdlvkBedKmeXqZNu.jpg', '/tdfUFBwYm9rjwD2YtVl9LYoyoE2.jpg', '/yXUF14C6aob2GA8sNtfMgEHWi3Y.jpg', '/dJnOFYSbSr37UsB2vqe12UlBiN1.jpg', '/bv2UWrwTRW09EU6Cqgr8XGXS5e0.jpg', '/2xX5r4rw06diH0JnubOlmWXZQI2.jpg', None, None, None, '/lir9pxLYKrhdRQIV0UdGiWaGNNi.jpg', '/kyJEZvAaREDXLKKX7muTSaFsakt.jpg', '/1gWgDmlT9WCIPTDzkYQSs1NIt7F.jpg', None, None, None, '/bHluEOsKBKajFbk2cnxESo1nSCY.jpg', None, None, None, '/nm6XdgwH6IDE4nroYQwhNtlFtn9.jpg', None, '/A0EMGjQl4t3DqqfR6Onx0tiMHc5.jpg', '/6rOg9u7Cm28Tf0UPyv14FeHOpIO.jpg', None, None, None, '/9ImkzjpphxDREh2vhjhcdcSPVFa.jpg', '/6oJOSX84GXwuR9HA9RXTOeTeiKC.jpg', '/f9bPYoW6MZeCEhzBuokhIsZmCQk.jpg', None, None, None, None, None, None, '/iMMsvD94NQ9Le3v3AfmFhhb5wsO.jpg', None, None, '/pvlMYVxPkbFFD8xQ3OGSSwwQ0Io.jpg', None, None, None, None, '/oxskVXgWJ8EkbCxuuF7OeHPxeaA.jpg', None, None, None, None, None, None, None, None, None, '/k44IxPWxwb5h5Z0ad6CkRJqukYq.jpg', '/y5plA6rE3R7v0YnCeN61U6dz9yn.jpg', '/5dhZVrTfNFpJZP5qvbiaaYrC7Z4.jpg', None, None]",/4NL3F6iwVlwdWvBKue5H8OpZrp2.jpg,10637
801,3795,0,5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",tt0104409,"[{'name': 'Fifth Avenue Entertainment', 'id': 15342}, {'name': 'Trans Atlantic Entertainment', 'id': 15343}, {'name': 'Lakeshore International', 'id': 53458}]",1992-09-11,12534961.0,93.0,1.0,23586737302.0,"['/pSySBkqtl2tZ3RwMClneyZAuQv9.jpg', '/eooAZzi59NappR5sgUhRSBAUOkk.jpg', '/kCRRAyWOgAo2Me5oBJRLUD0E23w.jpg', '/vDeKvjmOesUtiEJxNZJnUH8ZF65.jpg', '/631RjKeHEmOGwq6Pw9ijs8w9dtR.jpg', None, '/xYFGXHHVLwsZyQ6fBd2yE27tXOk.jpg', '/uTVLh4NKFK3ALR7rzJ1Y4Sn8Mnl.jpg', '/sDPrgKN1j4Vhtx6OcqKDZYADYf0.jpg', '/tWAG2uZS9B9QTSzZJRTgWHFlbOs.jpg', '/kVqWO2eTwrif6h5zQqJ5iz6Ue0a.jpg', None, None, '/iGlGk8meol0l84iOPINOC4HU12r.jpg', '/u06Txf30YaDkr0qENUbSp4DGab3.jpg']",/tWAG2uZS9B9QTSzZJRTgWHFlbOs.jpg,11569
802,3821,0,63600000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0208988,"[{'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'The Canton Company', 'id': 22351}]",2000-10-06,19412993.0,102.0,1.0,7090542290.0,"['/gnmwOa46C2TP35N7ARSzboTdx2u.jpg', '/kTs3t6pnO3zR7WYSVYzQfJ9yKMW.jpg', '/cotGJui5H2Te2ThYERndc3DOVOm.jpg', '/AvGzQ8fvjurGmZW3W1wlQ5WfSeT.jpg', '/mai8GzxPcvdIo1RzymbwBwayhxe.jpg', '/5iaixWY0qTK9ouHA1wmlXi3t0ie.jpg', '/6AJL0ylRtJ9vcR57yEenhWHXHFt.jpg', '/sGlkbGy5yWAKuAOzWVWPMONxM4f.jpg', '/vvj0JMSFpOajXCE46Hy4dyqSP2U.jpg', '/46mBoe7xf3pJgQLEYNw6Msniq3r.jpg', '/x6on7gR2Q8iQknmrmEL6hMZWZPJ.jpg', '/Ceoa65Zc6QXvT1zFpPmQx5dY5M.jpg', '/riibKDljUzdSfIZygymhKx9yNPx.jpg', '/rRc5H2pMFh3dlqs68xLbnthj3DS.jpg', '/soINOuacuiThRb2LyPD4tTWve7C.jpg']",/wN9Vxi5dvDNSV70kV3P1LQvx5EM.jpg,10461
